Unnamed: 0,Titulo_moderno,titulo_pal,titulo_lem,Manuscrito,Folios,Fragm?,Joint,Order in manuscript,Nombra autor,Comment
,,Item als nach dem vil jar vergangen sind darin niemant mocht zw gelt komen,item als nach der vil jâr vergân sîn darinne nieman mügen zuo gelt komen,M5919,130,,,,,
,,Wan man aim menschen stuel machen will,wan man ein mensche stuol machen will,M5919,134,,,,,
,,Ain spruch hubsch,ein spruch hövesch,M5919,134,,,,,
,,Ain ander spruch,ein ander spruch,M5919,135,,,,,
,Lob der Frauen,Ain ander spruch,ein ander spruch,M5919,137,,,,,
,,Ain ander spruch,ein ander spruch,M5919,139,,,,,
,,Ain ander Ruff fur den schaür,ein ander ruf vür der schaür,M5919,141,,,,,
,,Ain ander Ruf fur das jech endt,ein ander ruf vür daz jehen ende,M5919,141,,,,,
,Die Klage des Einsiedlers,Ain ander spruch,ein ander spruch,M5919,142,,,,,
,Die Heimkehr des gefangenen Geliebten,Ain ander spruch,ein ander spruch,M5919,148,,,,,
,Der bösen klaffer Trügen,Ain ander spruch,ein ander spruch,M5919,153,,,,,
,Der falschen Klaffer List,Ain ander spruch,ein ander spruch,M5919,164v,,,,,
,Rat der Frau Treue,Ain ander spruch,ein ander spruch,M5919,174r,,,,,
,Von treulosen Männern,Ain ander spruch,ein ander spruch,M5919,183r,,,,,
,Der Traum,Ain ander spruch,ein ander spruch,M5919,191v,,,,,
,Scheidsamen,Ain ander spruch,ein ander spruch,M5919,198v,,,,,
,Frau Minne warnt vor Hochmut,Ain ander red von gedüncken,ein ander red von gedüncken,M5919,202v,,,,,
,Stiefmutter und Tochter,Ain ander spruch,ein ander spruch,M5919,205r,,,,,
,Die Wolfsklage,Ain ander spruch,ein ander spruch,M5919,210r,,,,,
,Der Student von Prag,Ain ander spruch,ein ander spruch,M5919,214r,,,,,
,Von der Kuh,Ain ander spruch,ein ander spruch,M5919,216v,,,,,
,Der Traum,Ain ander spruch,ein ander spruch,M5919,220r,,,,,
,,Ain ander spruch,ein ander spruch,M5919,224v,,,,,
,,Ain ander spruch,ein ander spruch,M5919,232v,,,,,
,Die acht Farben,Ain ander spruch,ein ander spruch,M5919,234v,,,,,
,Lob der grünen Farbe,,,M5919,236r,,,,,
,Die sechs Farben,Ain ander spruch der siben farb,ein ander spruch der siben varwe,M5919,239r,,,,,
,Die Heimkehr des gefangenen Geliebten,,,M5919,243r,,,,,
,Was Blütenfarben bedeuten,Ain ander spruch von allerlay pluemen,ein ander spruch von allerlei bluome,M5919,245r,,,,,
,Die beiden Schwestern,Ain spruch von zbayn schbestern wy aine dy andere straft,ein spruch von zbain schbestern wie ein die ander strâfen,M5919,248r,,,,,
,Lob der Frauen,Ain ander spruch,ein ander spruch,M5919,251v,,,,,
,,Ain abnteür von ainer erczney,ein abnteür von ein arzenîe,M5919,256v,,,,,
,Ordnung der Regensburger Judenpredigt,Dy ordnung da man den Juden zu regensburg hat predigt,die ordenunge dâr man der Jude zuo regensburg haben bredigen,M5919,257v,,,,,
,,Ain mals da waren jn krieg ain gold vnd ain zagel welches dy lieb der frauen erkriegen boldt etc,ein mâl dâr waren in kriec ein golt und ein zagel welch die lieb der vrouwe erkriegen boldt etcetera,M5919,258v,,,,,
,Recept,Ain pad fur die lem der franzosen,ein biten vür die leme der Franzois,M5919,262v,,,,,
,,Ain hubscher spruch,ein hövesch spruch,M5919,262v,,,,,
,,Ain erczney wider dy pestilencz,ein arzenîe wider die pestilencz,M5919,267v,,,,,
,,Ain liechtt,ein lieht,M5919,268v,,,,,
,Recept,Fur dy basser suchtt,vür die wazzer suochen,M5919,269v,,,,,
,Recept,Fur den auspeyssunden wurm,vür der auspeissunden wurm,M5919,,,,,,
,Recept,Fur den gryß,vür der grîs,M5919,,,,,,
,Recept,Für dy pestilencz,vür die pestilencz,M5919,,,,,,
,Recept,Fur dy rott vnter den aügen,vür die rôt under der ouge,M5919,,,,,,
,Recept,Zw faulen pain,zuo vûlen bein,M5919,,,,,,
,Recept,Zw serigen augenn,zuo serigen ouge,M5919,,,,,,
,,Ain liechtt,ein lieht,M5919,270v,,,,,
,,,,M5919,271r,,,,,
,,Ain ander liechtt,ein ander lieht,M5919,271v,,,,,
,,Ain ander liechtt,ein ander lieht,M5919,272v,,,,,
,,Wy man wein rott machen soll,wie man wîn rôt machen soln,M5919,273r,,,,,
,,Ain spruch van ainem palbirer,ein spruch van ein palbirer,M5919,274r,,,,,
,,Munch von Salczpurg korbeyß. Ain hubscher spruch,münech von salczpurg korbeiss . ein hövesch spruch,M5919,276v,,,,,
,,Wen ainer jn das wilpadt zeuch sol man soch also halten,swer ein in daz wilpadt ziehen sol man soch alsô halten,M5919,279r,,,,,
,,So ain furst munczen will,sô ein vürste munczen will,M5919,279v,,,,,
,,Ain segen probirtt,ein segen probirt,M5919,283r,,,,,
,,Ain aderlaßtauel,ein aderlasstauel,M5919,287r,,,,,
,,Ain spruch von kaiser Karl,ein spruch von keiser Carolus,M5919,290r,,,,,
,,Ain lycht von aim freylein,ein lieht von ein freilein,M5919,295v,,,,,
,,Ain spruch von der lieb,ein spruch von der lieb,M5919,296r,,,,,
,,Von der müncz,von der müncz,M5919,299r,,,,,
,,Wildu salcz von vngeleuteren salpeter schaidenn,wiltû salcz von vngeleuteren salpeter schaidenn,M5919,301v,,,,,
,,Ain spruch von pfenningen,ein spruch von phenninc,M5919,306r,,,,,
,,In dem namen gottes,in der name got,M5919,307v,,,,,
,,Ain licht von Jhu,ein lieht von jhu,M5919,309v,,,,,
,,Zw ainer abentvesper,zuo ein abentvesper,M5919,310v,,,,,
,Recept,,,M5919,311v,,,,,
,,Ain liecht von der lieb,ein lieht von der lieb,M5919,312r,,,,,
,,Ain ler dem menschen,ein lêre der mensche,M5919,312v,,,,,
,,Andorn chraut,andorn krût,M5919,,,,,,
,,Fechberg,fechberg,M5919,,,,,,
,,Fur den prechen der pestilencz,vür der brechen der pestilencz,M5919,,,,,,
,,Von der tugent vnd kraft des kartenbassers,von der tugent und kraft der kartenbassers,M5919,315v,,,,,
,,Ain guter bryeff,ein guot brief,M5919,316r,,,,,
,Frauenlob,Ain frauen lob ain spruch. Frauenlob plaber dan,ein vrouwe lob ein spruch . frauenlob plaber danne,M5919,318r,,,,,
,,Ain spruch so man vor vilshofen gelegen ist,ein spruch sô man vor vilshofen gelegen sîn,M5919,320r,,,,,
,,Hofmar von punt ain spruch,hofmar von punt ein spruch,M5919,323r,,,,,
,Der Mönch als Liebesbote,Ain spruch von aim münch,ein spruch von ein münech,M5919,325v,,,,,
,,Ain spruch von weyshait,ein spruch von wîsheit,M5919,332v,,,,,
,,Ain spruch von dem romischen kunig vnd dem heyling reich,ein spruch von der roemisch künic und der heilec reich,M5919,334v,,,,,
,,Ain spruch hubsch,ein spruch hövesch,M5919,337v,,,,,
,Von einem Kranz,Ain spruch von ainem chrancz,ein spruch von ein kranz,M5919,338v,,,,,
,Der Graf von Rom,Ain spruch von ainem grafen,ein spruch von ein grâve,M5919,340r,,,,,
,Ermahnung wider die Türken,Ain hubscher spruch von heyling geyst,ein hövesch spruch von heilec geist,M5919,343r,,,,,
,,Ain spruch wy herczog Albreth Regensburg ein genomen hatte etc,ein spruch wie herzoge albreth regensburg ein nemen haben etcetera,M5919,335v,,,,,
,,Dy siben fredt vnser frauen,die siben fredt wir vrouwe,M5919,374v,,,,,
,,,,M5919,401v,,,,,
,,Ain loblicher spruch wie der könig von arrogania ycz neülich die haiden pestriten vnd vber wunten hatt etc. vnd ist geschehen am abent trium regum 1510 jar,ein lobelich spruch wie der künic von arrogania icz neülich die haiden pestriten und über wunden haben etc. und sîn geschehen am âbent tres rex @card@ jâr,M5919,412r,,,,,
,,Von den Sitigen ain redt,von der sitigen ein reden,M5919,414r,,,,,
,Das nackte Bild,Das nacket pild ain spruch,daz nacket bilde ein spruch,M5919,415r,,,,,
,Herzmaere,Dises büchle haysset der rytter mit dem hertzen / Vnd sagt von grossem kummer vnd schmertzen,diser büchle heizzen der ritter mit der herze / und sagen von grôz kumber und smerze,SN2593,,,,,,
,Der König im Bad,Von dem künig im pad,von der künic er biten,M319,,,,,,
,Melusine,Dises auentürlich buoch weweist vns von ainer frawen genant Mellusina die am merfeye vnd dartzw ain geborne künigin vnd vß dem berg wolon kommen ist Der selbe berg lyt jn frankrich vnd ward dise merfeye alle Samstag von nabel hin vnder ain grosser langerwurm schwantz dem sy ain halbe gespenste was Es sint auch von jr grosse mechtige geschlechte kommen von künigen Vnd fürsten Greuen fryen rittern vnd knechten Der nachkomen noch hin by tag ernembt kunig fursten Grauen Ritter vnd knechte sind da by man wol brüefen mag das dyse materie durch jr experientz bewyset das dise hystorie war vnd an jr selbst also ist etcetera,diser auentürlich buoch weweist wir von ein vrouwe nennen mellusina die am merfeie und dartzw ein gebern küniginne und ûz der berc wolon komen sîn der selp berc lit in frankrich und werden diser merfeie al sameztac von nabel hin under ein grôz langerwurm swanz der si ein halbe gespenste was es sint ouch von sie grosse mæhtic gesleht komen von künic und vürste grûwe vrî ritter und kneht der nâchkome noch hin bî tac ernembt künic vürste grâve ritter und kneht sîn dâr bî man wol prüeven mügen daz diser materia durch sie experientz bewîsen daz diser historia war und an sie selp alsô sîn etcetera,Nu4028(1),,,,,,
,,Von ainem sünder in einem wald,von ein sündære in ein walt,Nu4028(2),,,,,,
,,Von ainer witib die sas zu Rom,von ein witewe die sitzen zuo Rom,Nu4028(2),,,,,,
,,Von ainer junckfrauen,von ein juncvrouwe,Nu4028(2),,,,,,
,,Von ainem jungen grafen,von ein jungen grâve,Nu4028(2),,,,,,
,,Von ainem maler wie dem geschach von dem teufel etc.,von ein mâler wie der geschehen von der tiuvel etc.,Nu4028(2),,,,,,
,,Von ainem ritter etc.,von ein ritter etc.,Nu4028(2),,,,,,
,Der König im Bad,,,Nu4028(2),,TRUE,,,,
,Der Ritter in der Kapelle,,,Nu4028(2),,TRUE,,,,
,,Dit erst büchlyn ist von der seligen Cluseneryn von Rüthy Die genant was Elizabeth,diser erst buoch sîn von der sælec klôsenærinne von rüthi die nennen was elizabeth,LG78,,,,,,
,,Eyn gebeet von vnserm herren,ein gebeet von wir herre,LG78,,,,,,
,,Dis sint die zehen gebot,diser sint die zehen gebot,LG78,,,,,,
,,Der psalme magnificat zu dutsche,der psalme magnificat zuo diutsch,LG78,,,,,,
,,Ein cleyn gebet von vnserm hern got,ein kleine gebet von wir hern got,LG78,,,,,,
,,Wann dü vnsers hern lycham sehest ader anphaen wilt,wan die wir hern lîcham sehen oder anphaen wilt,LG78,,,,,,
,,Eyn ander gebet von vnserm herren wann man yn enphahen wil,ein ander gebet von wir herre wan man in enphâhen wil,LG78,,,,,,
,,Noch eyn gebet von vnsers hern lycham,noch ein gebet von wir hern lîcham,LG78,,,,,,
,,Sant Bernhart dröstet die arbeit selger lüte,sant Bernhart dröstet die arbeit selger liut,LG78,,,,,,
,,Dit ist das selgerede vnd lere sant Bernhards das er sinen brüderen ließ,dit sîn daz selgerede und lere sant bernhards daz er sinen brüderen lâzen,LG78,,,,,,
,,Dryczehennerley gnade kommen dem menschen Von eyner Messe der sie andechteclichen höret mit rechtem glauben,driczehennerlei genâde komen der mensche von ein missa der sie andechteclichen hoeren mit reht gelouben,LG78,,,,,,
,,In sibbenerley wyse wirt die Almuse vellenbracht Als hernach geschreben stet,in sibbenerlei wise wirt die almuse vellenbracht als hernâch geschreben stet,LG78,,,,,,
,,Von zweyerley geistlich vnd lyplich almusen,von zweierleie geistlich und liplich almuose,LG78,,,,,,
,,Dit ist die frage sant Bernhards die er det zu synen funff brüdern und sprach Wie sie getruwelich gote dienten,dit sîn die vrâgen sant bernhards die er daz zuo sinen vünf bruoder und sprechen wie sie getriuwelich got dienen,LG78,,,,,,
,,Dit sint etlich autoriteten spröche der heiligen vnd der lerer vß der heiligen schrifft bewert wol,dit sint etelich autoriteten spröche der heilec und der lêrære ûz der heilec schrift bewæren wol,LG78,,,,,,
,,Dit ist das gulden Aue Maria,dit sîn daz guldîn aue maria,LG78,,,,,,
,,Von sant Barbaren eyn guot gebeet,von sant Barbara ein guot gebeet,LG78,,,,,,
,,Von dem Aduent,von der aduent,LG78,,,,,,
,,Hie hebent an die sibben buoß psalmen,hie heben an die sibben buoss psalmen,LG78,,,,,,
,,Die Letany,die letani,LG78,,,,,,
,,Dit ist der psalm Miserere zu dütschem der text mit der glosen zu versten,dit sîn der psalme miserere zuo diutsch der textus mit der glosen zuo verstân,LG78,,,,,,
,,Der psalm de profundis der text vnd die glose,der psalme de profundus der textus und die glôse,LG78,,,,,,
,,Dissen psalmen der hernach geschriben stet hat dauid gemacht,diser psalmen der hernâch schrîben stet haben David machen,LG78,,,,,,
,,Eyn hübsch gut gebet von vnser lieben frauwen wol gedichtet zu Ryme,ein hövesch gut gebet von wir lieben vrouwe wol tihten zuo rîm,LG78,,,,,,
,,Diß büchlyn heißet der dogende krancz / Vnd leydet zu des hymmels dancz,diser buoch heizzen der tugent kranz / und leiden zuo der himel tanz,LG78,,,,,,
,,Das pater noster Aue Maria und der Credo zu dutschem,daz pater nos aue maria und der credere zuo dutschem,LG78,,,,,,
,,Zu den sibben gecsyden eyns leyen,zuo der sibben gecsiden eins leie,LG78,,,,,,
,,Diß sint die funff hercze leit vnser lieben frauwen,diser sint die vünf herze leit wir lieben vrouwe,LG78,,,,,,
,,Pater noster Aze Maria,pater nos aze maria,LG78,,,,,,
,,Dit sint schön gedichte spröche vnd gebet von unser lieben frauwen,dit sint schoene gedîhteclîche spröche und gebet von wir lieben vrouwe,LG78,,,,,,
,,Eyn anders von vnser frauwen,ein anders von wir vrouwe,LG78,,,,,,
,,Von König Nabuchonodosor vnd syme sone,von künic nabuchonodosor und er sone,LG78,,,,,,
,,Von dem priester ritter vnd buman,von der priester ritter und bûman,LG78,,,,,,
,,Eyn cleyn gebeet,ein kleine gebeet,LG78,,,,,,
,,Daz Ewangelie sant Johans,daz evangelium sant johans,LG78,,,,,,
,,Aber eyn cleyn gebeet,aber ein kleine gebeet,LG78,,,,,,
,,Von sibben deygelichen guden gedencken,von sibben deigelichen guot gedenken,LG78,,,,,,
,,Eyn geistlich Closter von dögenden,ein geistlich klôster von dögenden,LG78,,,,,,
,,Daz Salue Regina zu dutsch,daz salue regina zuo dutsch,LG78,,,,,,
,,Die Passion uff den palme tag,die passiôn ûf der palma tac,LG78,,,,,,
,Der König im Bad,Dit ist der König jn dem bade,dit sîn der künic in der bade,LG78,,,,,,
,,Dit is von lyden gesprochen,dit is von liden sprechen,LG78,,,,,,
,,Von lyden,von lîden,LG78,,,,,,
,,Von widderwortekeit des fleisches,von widderwortekeit der vleisch,LG78,,,,,,
,,Von Nocze vnd gnaden der Messe,von nütze und genâde der missa,LG78,,,,,,
,,Vnser hern zu emphaen,wir hern zuo emphaen,LG78,,,,,,
,,Von vnsers hern lycham,von wir hern lîcham,LG78,,,,,,
,,Von vnser frawen sant Marien,von wir vrouwe sant Maria,LG78,,,,,,
,,Den starken got,der starken got,LG78,,,,,,
,,Dit ist die beczeichenunge der heilgen Messe,dit sîn die beczeichenunge der heilec missa,LG78,,,,,,
,,Ave preclara maris stella in lucem gencium maria etc,ave praeclarus maris stella in lux gencium maria etcetera,LG78,,,,,,latein
,Der König im Bad,Von dem könige deposunt,von der könige deposunt,Cod.theol.et.phil.fol.19,,,,,,
,Der König im Bad,,,WSN3809,,,,,,
,Der Fürsten Teilung,Von der Fürsten taylung in Osterreich Herzog Albrecht vnd Herzog Lewppolt,von der vürste teilunge in osterreich herzoge albrecht und herzoge lewppolt,W10100,,,,,,
,Von fünf Fürsten,Von Fünf Fürsten von dem von Maylan von Marchgraf Sigmund von Karlus von Hertzog Wilhalm von Österreich vnd von Herczog Lewppold von Osterreich,von vünf vürste von der von mailan von marcgrâve sigmund von karlus von herzoge Willehalm von österreich und von herzoge lewppold von Ôsterrîche,W10100,,,,,,
,Herzog Albrecht III von Österreich,Von Herczog Albrecht seeligen Von Osterreich,von herzoge albrecht seeligen von Ôsterrîche,W10100,,,,,,
,Die Königin von Frankreich,Die Künigin von Frankreich hat geticht ein varunder man der hiez Schöndoch,die küniginne von frankreich haben tihten ein varnde man der heizzen schöndoch,W10100,,,,,TRUE,
,Heinrich von Kempten,Die Redt haizt Chaiser Ott vnd hat geticht maister Chunrad von Wirczpurckh,die reden heizzen keiser eht und haben tihten meister Konrad von wirczpurckh,W10100,,,,,TRUE,
,Von zwei Päpsten,Von zwayn Päbsten,von zwei päbsten,W10100,,,,,,
,Krieg mit den Reichsstädten,Von der Fursten Grieg vnd Reichstetten,von der vürste grieg und reichsteten,W10100,,,,,,
,Rede vom Teichner,Daz ist die Red uon dem Teychner darnach und er gestorben ist,daz sîn die red von der teichner darnâch und er sterben sîn,W10100,,,,,,
,Rede von hübscher Lüge,Ein Red uon der Hubschen Lug,ein red von der hövesch lüge,W10100,,,,,,
,Der fremde Sinn,Die red haizt der fromd Sinn vnd ist mit Vercherten worten day merkht ye an der leezten Silben Die antwort irm genozzen hinder sich vnd fur sich vnd ist geticht chrewczweys,die red heizzen der vremde sinne und sîn mit verkêren wort die merkht ie an der leezten syllaba die antwurten sie geniezen hinder sich und vür sich und sîn tihten chrewczweis,W10100,,,,,,
,Der umgekehrte Wagen,De Red haizt der vmbgecherte Wagen,de red heizzen der vmbgecherte wagen,W10100,,,,,,
,,Zwainzig Oesterreichischer Helden Ritter Thaten das in ein absonderlich buech vnder meinen historicis sub lit da Eitel authores Manuscripti eingeschriben worden,zweinzec oesterreichischer helt ritter tuon daz in ein absonderlich buoch under meinen historicis sub lit dâr îtel authores manuscripti eingeschriben werden,Neid,,,,,,
,,Die schön Abentewr. Des Peter Suchenwirt,die schoene âventiure . der Petrus suchenwirt,Neid,,,,,TRUE,
,,Von der mynne und seim vrteil vnd slaff,von der minne und er urteil und slâf,Neid,,,,,,
,,Der Rat von dem Vngelt. Eiusd,der rat von der vngelt . eiusd,Neid,,,,,,
,,Von der geuticheit. Eiusd,von der geuticheit . eiusd,Neid,,,,,,
,Von zwei Päpsten,Von zwein Bäbsten Eiusd,von zwei bâbest eiusd,Neid,,,,,,
,Vom Würfelspiel,von dem Würfelspil Eiusd,von der würfelspil eiusd,Neid,,,,,,
,Krieg mit den Reichsstädten,von der Fürsten chrieg und den Reichstetten Eiusd,von der vürste kriec und der reichsteten eiusd,Neid,,,,,,
,Rede von hübscher Lüge,von der hubschen lug Eiusd,von der hövesch lüge eiusd,Neid,,,,,,
,,Von dem Prief Jagd Widertail Eiusd,von der brief jagd widerteil eiusd,Neid,,,,,,
,,Von dem Phenning Verlegenheit Eiusd,von der phenninc verlegenheit eiusd,Neid,,,,,,
,,von zehen geboten Eiusd,von zehen gebieten eiusd,Neid,,,,,,
,,Der getrewe Rat Eiusd,der getriuwe rat eiusd,Neid,,,,,,
,Rede vom Teichner,von dem Teychner Eiusd,von der teichner eiusd,Neid,,,,,,
,Herzog Albrecht III von Österreich,von herzog Albrecht Ritterschaft in Preissen 1377 Eiusd,von herzoge albrecht rîterschaft in prîsen @card@ eiusd,Neid,,,,,,
,,von herzog Albr. Vnd Leupolt Tailung Idem,von herzoge albr . und leupolt teilunge item,Neid,,,,,,
,,von unser lieben Frauen 7. frewden Id,von wir lieben vrouwe @ord@ vröude id,Neid,,,,,,
,,Fürsten von Mailan von Marchgraf Sigmund von Carlur von herzog Wilhelm vnd Lewpolt von Oesterreich,vürste von mailan von marcgrâve sigmund von carlur von herzoge wilhelm und Leopold von Ôsterrîche,Neid,,,,,,
,,von den 7. todsünden,von der @ord@ todsünden,Neid,,,,,,
,,Der fromb sinn mit vercherten worten Eiusd,der vrum sinne mit verkêren wort eiusd,Neid,,,,,,
,,Der vmbgecherte wagen eiusd,der vmbgecherte wagen eiusd,Neid,,,,,,
,,von dem jüngsten gericht Neuen Rath eiusd,von der jungeste gericht neuen rât eiusd,Neid,,,,,,
,,von Aristotelis reden Idem,von aristotelis reden item,Neid,,,,,,
,,Von Herzog Albrechten von Oesterreich Id,von herzoge albrechten von Ôsterrîche id,Neid,,,,,,
,,Vnsers Herrn Wapen authore Versweigseinnicht,wir herre wâpen authore versweigseinnicht,Neid,,,,,,
,Die Königin von Frankreich,von der Chünigin von Frankreich des Schöndoch,von der küniginne von frankreich der schöndoch,Neid,,,,,TRUE,
,Heinrich von Kempten,von Chaiser Ott Maister Chunraz von Wirzburg,von keiser eht meister chunraz von wirzburg,Neid,,,,,TRUE,
,Die goldene Schmiede,von vnser Frauen die gulden Smitte Eiusd,von wir vrouwe die guldîn smite eiusd,Neid,,,,,,
,,vnser frawen Wappen des Harder von Frankh,wir vrouwe wâpen der herte von frankh,Neid,,,,,TRUE,
,,legend vom heiligen Chreuz Maister Heinrichs von Freiberg,legenda vom heilec kriuze meister Heinrich von freiberg,Neid,,,,,TRUE,
,,Von 2. S. Johansen Euangelisten vnd Baptisten geticht Chlein Hansen von Chostniz,von @ord@ s. johansen euangelisten und baptisten tihten kleine hansen von chostniz,Neid,,,,,TRUE,
,,"Von 7, farben geticht Jacoben Peterwald","von 7, varwe tihten Jacobus peterwald ",Neid,,,,,TRUE,
,Herzmaere,Der Ritter mit dem Herzen Maister Gotfrid von Strasburch,der ritter mit der herzen meister Gotfrit von strasburch,Neid,,,,,TRUE,
,Der König im Bad,Vom chünig im Pade,vom künic er bat,Neid,,,,,,
,,Von Stet vnd Vnstette auth. Verschweigseinnit,von stet und unstæte auth . verschweigseinnit,Neid,,,,,,
,,Von unser frauen Marien Lob geticht genant die guldin Arch Heinrich hunder Pfundts,von wir vrouwe Maria lob tihten nennen die guldîn arc Heinrich hundert pfundts,Neid,,,,,,
,,Von cheuferen von Orient,von cheuferen von orient,Neid,,,,,,
,Die Niklashauser Fahrt,In gottes namen amen sehett man gutten semenn,in got name âmen sehen man guot semenn,M713,,,,,,
,Salomon und Markolf,Von Marcolfo und seiner haußfrawen.,von marcolfo und seiner haussfrawen .,M713,,TRUE,,,,
,Der König im Bad,,,M713,,,,,,
,Der Student von Prag,Ein rede von der frauen lißt.,ein rede von der vrouwe lisst .,M713,,,,,,
,Von dem üblen Weib,Von einem bösen weyb,von ein boese wîp,M713,,,,,,
,Ironischer Frauenpreis,Ein schone frawen zu beteuten,ein schoene vrouwe zuo bediuten,M713,,,,,,
,Lob und Schelte einer Frau nach dem ABC,,,M713,47v,,,,,
,Ironischer Frauenpreis,Zu preysen ein bulschafft,zuo prîsen ein bulschaft,M713,48r,,,,,
,Von der Welt Lauf,Ein spruch von der werlt lauff,ein spruch von der werlt louf,M713,50r,,,,,
,Vom Pfennig,Ein spruch von dem pfenning,ein spruch von der phenninc,M713,52r,,,,,
,Spiegel und Igel,Der spigel im pech,der spiegel er bech,M713,54r,,,,,
,Die Buhlschaft auf dem Baum,Von einem plinten,von ein blint,M713,57r,,,,,
,Die Beichte einer Frau,Die beicht,die bîhten,M713,64r,,,,,
,Die Beständige und die Wankelmütige,Die vierbicz und stet,die vierbicz und stet,M713,72r,,,,,
,Der Knappe und die Frau,Des gesellen frag,der gesellen vrâgen,M713,81v,,,,,
,Die Liebesprobe,Die wehen pullerey,die wæhe pullerei,M713,87v,,,,,
,Verschwiegene Liebe,Die spehen pullerey,die spehen pullerei,M713,94v,,,,,
,Schule der Minne,Die siben varb,die siben varwe,M713,99v,,,,,
,Der Ritter unter dem Zuber,Der ritter unterm zuber,der ritter unterm zûber,M713,110v,,,,,
,Der Knecht im Garten,Der knecht ym garten,der kneht er gerwen,M713,120r,,,,,
,Der Bildschnitzer von Würzburg,Der moler zu Wiertzpurgk,der mâler zuo wiertzpurgk,M713,,,,,,
,Die Handwerke,Die hantwerger,die hantwerger,M713,,,,,,
,Die Woche,Die wochen,die woche,M713,130v,,,,,
,Vier Priameln,vier priamel,vier priamel,M713,137r,,,,,
,Der Traum,,,M713,137v,,,,,
,Der Barbier,Der parbirer,der barbier,M713,146r,,,,,
,Das schlaue Gretlein,Das Gredlein zu lichtmeß,daz gredlein zuo liehtmesse,M713,150r,,,,,
,Von der Fastnacht,Von der vasnacht,von der vastnaht,M713,152r,,,,,
,Sieben Weingrüße und -segen,Der segen über den weynn,der segen über der weinen,M713,188r,,,,,
,Die Wolfsklage,Die clag vom wolff eim hage,die clag vom wolf ein hac,M713,,,,,,
,Die Beständige und die Wankelmütige,Von der firbiczen und steden frawen,von der firbiczen und stat vrouwe,M713,200v,,,,,
,Der Traum,Ein hupscher draüm,ein hövesch troum,M713,213v,,,,,
,Der Einsiedel,Hirnach stet geschriben ein gar freffenlicher spruch von eynem einsidel vnd pedent der werlt lauff,hernâch stet schrîben ein gar frefenlicher spruch von ein einsidele und pedent der werlt louf,M713,223v,,,,,
,Die drei Wäscherinnen,Ein spruch von dreyen meyden,ein spruch von drî maget,M713,242v,,,,,
